,Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,file_path,Widths,Heights,Ratios,Pixels
0,0007de18844b0dbbb5e1f607da0606e0,0,1,1,1,0,0,1,0,0,0,0,0,63,petfinder-pawpularity-score/train/0007de18844b0dbbb5e1f607da0606e0.jpg,405,720,0.5625,291600
1,0009c66b9439883ba2750fb825e1d7db,0,1,1,0,0,0,0,0,0,0,0,0,42,petfinder-pawpularity-score/train/0009c66b9439883ba2750fb825e1d7db.jpg,1032,774,1.3333333333333333,798768
2,0013fd999caf9a3efe1352ca1b0d937e,0,1,1,1,0,0,0,0,1,1,0,0,28,petfinder-pawpularity-score/train/0013fd999caf9a3efe1352ca1b0d937e.jpg,720,960,0.75,691200
3,0018df346ac9c1d8413cfcc888ca8246,0,1,1,1,0,0,0,0,0,0,0,0,15,petfinder-pawpularity-score/train/0018df346ac9c1d8413cfcc888ca8246.jpg,405,720,0.5625,291600
4,001dc955e10590d3ca4673f034feeef2,0,0,0,1,0,0,1,0,0,0,0,0,72,petfinder-pawpularity-score/train/001dc955e10590d3ca4673f034feeef2.jpg,540,960,0.5625,518400
5,001dd4f6fafb890610b1635f967ea081,0,0,1,0,0,0,0,0,0,0,0,1,74,petfinder-pawpularity-score/train/001dd4f6fafb890610b1635f967ea081.jpg,540,960,0.5625,518400
6,0023b8a3abc93c712edd6120867deb53,0,1,1,1,0,0,0,0,1,1,0,0,22,petfinder-pawpularity-score/train/0023b8a3abc93c712edd6120867deb53.jpg,720,960,0.75,691200
7,0031d6a9ef7340f898c3e05f92c7bb04,0,1,1,0,0,0,1,1,0,0,1,0,35,petfinder-pawpularity-score/train/0031d6a9ef7340f898c3e05f92c7bb04.jpg,1280,1280,1.0,1638400
8,0042bc5bada6d1cf8951f8f9f0d399fa,0,1,1,1,0,0,0,0,0,0,0,0,53,petfinder-pawpularity-score/train/0042bc5bada6d1cf8951f8f9f0d399fa.jpg,720,960,0.75,691200
9,0049cb81313c94fa007286e9039af910,0,1,1,1,0,0,0,0,0,0,0,0,21,petfinder-pawpularity-score/train/0049cb81313c94fa007286e9039af910.jpg,1279,847,1.5100354191263283,1083313
10,005017716086b8d5e118dd9fe26459b1,0,1,1,1,0,0,0,0,0,0,0,0,28,petfinder-pawpularity-score/train/005017716086b8d5e118dd9fe26459b1.jpg,1280,1280,1.0,1638400
11,00524dbf2637a80cbc80f70d3ff59616,0,1,1,1,0,0,0,0,0,0,0,0,2,petfinder-pawpularity-score/train/00524dbf2637a80cbc80f70d3ff59616.jpg,405,720,0.5625,291600
12,00630b1262efe301cb15a3b2022ba744,0,1,1,1,0,0,0,0,0,0,0,0,18,petfinder-pawpularity-score/train/00630b1262efe301cb15a3b2022ba744.jpg,540,960,0.5625,518400
13,006483b96ca9c09b7afed3e3d3af539d,0,1,1,1,0,0,0,0,1,1,0,0,41,petfinder-pawpularity-score/train/006483b96ca9c09b7afed3e3d3af539d.jpg,720,960,0.75,691200
14,00655425c10d4c082dd7eeb97fa4fb17,0,1,0,0,0,1,0,0,0,0,0,0,13,petfinder-pawpularity-score/train/00655425c10d4c082dd7eeb97fa4fb17.jpg,581,638,0.9106583072100314,370678
15,0067aaaa500b530c76b9c91af34b4cb8,0,1,1,1,0,0,0,0,0,0,0,0,98,petfinder-pawpularity-score/train/0067aaaa500b530c76b9c91af34b4cb8.jpg,720,960,0.75,691200
16,006cda7fec46a527f9f627f4722a2304,0,0,0,1,0,0,0,0,0,0,0,1,34,petfinder-pawpularity-score/train/006cda7fec46a527f9f627f4722a2304.jpg,1280,960,1.3333333333333333,1228800
17,006fe962f5f7e2c5f527b2e27e28ed6d,0,1,1,0,0,0,0,1,1,1,0,0,69,petfinder-pawpularity-score/train/006fe962f5f7e2c5f527b2e27e28ed6d.jpg,648,647,1.001545595054096,419256
18,0075ec6503412f21cf65ac5f43d80440,0,0,1,1,0,0,0,0,0,0,0,0,53,petfinder-pawpularity-score/train/0075ec6503412f21cf65ac5f43d80440.jpg,528,960,0.55,506880
19,00768659c1c90409f81dcdecbd270513,0,1,1,0,0,0,0,0,0,0,0,0,100,petfinder-pawpularity-score/train/00768659c1c90409f81dcdecbd270513.jpg,720,960,0.75,691200
20,007c6ea0ccfca08d4736e5f459ed274a,0,1,1,1,0,0,0,1,0,0,0,0,29,petfinder-pawpularity-score/train/007c6ea0ccfca08d4736e5f459ed274a.jpg,538,569,0.945518453427065,306122
21,00838b02764e8d37edde39ed18693427,0,0,0,1,0,0,1,0,0,0,0,0,27,petfinder-pawpularity-score/train/00838b02764e8d37edde39ed18693427.jpg,1280,720,1.7777777777777777,921600
22,0084a12f432ef6e47e8b9ff04d8a32b4,0,1,1,1,0,0,0,0,0,0,0,0,28,petfinder-pawpularity-score/train/0084a12f432ef6e47e8b9ff04d8a32b4.jpg,960,720,1.3333333333333333,691200
23,0085bfb9a7ebfd776cb804d8b456bb05,0,1,1,1,0,0,0,0,0,0,0,0,50,petfinder-pawpularity-score/train/0085bfb9a7ebfd776cb804d8b456bb05.jpg,720,960,0.75,691200
24,009367718f506d87cd898ed0310a2392,0,1,1,1,0,0,0,0,0,0,0,0,36,petfinder-pawpularity-score/train/009367718f506d87cd898ed0310a2392.jpg,960,960,1.0,921600
25,0095f81bab3b68a4f70e99f0fcec7b06,0,0,1,1,0,0,0,0,1,0,0,1,15,petfinder-pawpularity-score/train/0095f81bab3b68a4f70e99f0fcec7b06.jpg,720,960,0.75,691200
26,00a1ae8867e0bb89f061679e1cf29e80,0,1,1,0,0,0,1,0,0,0,0,0,52,petfinder-pawpularity-score/train/00a1ae8867e0bb89f061679e1cf29e80.jpg,467,960,0.4864583333333333,448320
27,00a1e0c0f89ff89a8f32d42e9025f6b2,0,1,1,1,0,0,0,0,0,0,0,0,40,petfinder-pawpularity-score/train/00a1e0c0f89ff89a8f32d42e9025f6b2.jpg,1280,853,1.5005861664712778,1091840
28,00a6d367daed96f77be6c91db493dfed,0,1,1,0,0,0,0,0,0,0,0,0,29,petfinder-pawpularity-score/train/00a6d367daed96f77be6c91db493dfed.jpg,720,960,0.75,691200
29,00b151a572c9aabedf8cfce0fa18be25,0,0,1,1,0,0,0,0,0,0,0,1,21,petfinder-pawpularity-score/train/00b151a572c9aabedf8cfce0fa18be25.jpg,540,960,0.5625,518400
30,00c7b596627da7425b624d6b16c88a25,0,1,1,1,0,0,0,0,0,0,0,0,34,petfinder-pawpularity-score/train/00c7b596627da7425b624d6b16c88a25.jpg,960,960,1.0,921600
31,00d1cb2ec8b263ae076ff95cae513a88,0,1,1,1,0,0,0,0,0,0,0,0,31,petfinder-pawpularity-score/train/00d1cb2ec8b263ae076ff95cae513a88.jpg,720,960,0.75,691200
32,00d560ebe5e1b2450eb530a2c96d08a3,0,1,1,1,0,0,1,0,0,0,0,0,67,petfinder-pawpularity-score/train/00d560ebe5e1b2450eb530a2c96d08a3.jpg,1242,939,1.3226837060702876,1166238
33,00ddc7582953fb2c862e751e2b5d45f0,0,1,1,1,0,0,1,0,0,0,0,0,54,petfinder-pawpularity-score/train/00ddc7582953fb2c862e751e2b5d45f0.jpg,828,960,0.8625,794880
34,00df0a668441b10869f4372fd15c14f5,0,0,0,1,0,0,0,0,0,0,0,0,69,petfinder-pawpularity-score/train/00df0a668441b10869f4372fd15c14f5.jpg,464,816,0.5686274509803921,378624
35,00dff6959ce41208a9e0528744162332,0,1,1,1,0,0,0,0,0,1,0,0,30,petfinder-pawpularity-score/train/00dff6959ce41208a9e0528744162332.jpg,540,960,0.5625,518400
36,00e75416298ca240f7746181ee196600,0,1,1,1,0,0,1,0,0,0,0,0,29,petfinder-pawpularity-score/train/00e75416298ca240f7746181ee196600.jpg,720,960,0.75,691200
37,00e75d192cd4b26798933a817b04ccd9,0,1,1,0,0,0,0,0,0,0,0,0,68,petfinder-pawpularity-score/train/00e75d192cd4b26798933a817b04ccd9.jpg,720,960,0.75,691200
38,00e83013f21b99cd7edb1d4e545f6579,0,0,1,1,0,0,0,0,0,0,0,0,24,petfinder-pawpularity-score/train/00e83013f21b99cd7edb1d4e545f6579.jpg,682,960,0.7104166666666667,654720
39,00eb7cc3d158a6addbcbde1f267d7d15,0,1,1,1,0,0,0,0,0,0,0,0,47,petfinder-pawpularity-score/train/00eb7cc3d158a6addbcbde1f267d7d15.jpg,1280,850,1.5058823529411764,1088000
40,00f6f38380bec413074150c18b2828d2,0,0,1,1,0,0,0,0,0,0,0,1,16,petfinder-pawpularity-score/train/00f6f38380bec413074150c18b2828d2.jpg,720,960,0.75,691200
41,00fb5be5bf4e956ea4abb99f41c0b9ec,0,1,1,1,0,0,0,0,0,0,0,0,42,petfinder-pawpularity-score/train/00fb5be5bf4e956ea4abb99f41c0b9ec.jpg,720,960,0.75,691200
42,00fe27dcd1daf42c85365e837415878c,0,1,1,1,0,0,0,0,0,0,0,0,53,petfinder-pawpularity-score/train/00fe27dcd1daf42c85365e837415878c.jpg,1280,1280,1.0,1638400
43,00ff89af70382e1dede4c7091c454e47,0,1,1,1,0,0,0,0,1,1,0,0,31,petfinder-pawpularity-score/train/00ff89af70382e1dede4c7091c454e47.jpg,1280,1280,1.0,1638400
44,0117f444e6118619c4f6492cba703177,1,1,1,1,0,0,0,0,0,0,0,0,95,petfinder-pawpularity-score/train/0117f444e6118619c4f6492cba703177.jpg,738,960,0.76875,708480
45,012518ff91b2484618693a277c0b07d5,0,1,1,1,0,0,0,0,0,0,0,0,34,petfinder-pawpularity-score/train/012518ff91b2484618693a277c0b07d5.jpg,720,960,0.75,691200
46,0126fe11deba78f84fd05cd5f12c5a4b,0,1,1,1,0,0,0,0,0,0,0,0,37,petfinder-pawpularity-score/train/0126fe11deba78f84fd05cd5f12c5a4b.jpg,720,960,0.75,691200
47,0130f5ec1200e85b4b282a8a14850dbe,0,1,1,1,0,0,0,0,0,0,0,0,46,petfinder-pawpularity-score/train/0130f5ec1200e85b4b282a8a14850dbe.jpg,720,960,0.75,691200
48,01318357ff47c204f0d5c5a28e4eac77,1,1,1,1,0,0,0,0,0,0,0,0,47,petfinder-pawpularity-score/train/01318357ff47c204f0d5c5a28e4eac77.jpg,490,508,0.9645669291338582,248920
49,01320990ba35993ad92b22f2d2ef039b,0,0,0,0,0,0,0,0,1,0,0,1,62,petfinder-pawpularity-score/train/01320990ba35993ad92b22f2d2ef039b.jpg,720,960,0.75,691200
50,013f86ed0e765b189990d3d5ac28bd7d,0,0,0,1,0,0,1,0,0,0,0,0,100,petfinder-pawpularity-score/train/013f86ed0e765b189990d3d5ac28bd7d.jpg,720,960,0.75,691200
51,0141dc34ad65d9e3d31a4b767c41438f,0,1,1,1,0,0,0,0,1,0,1,0,13,petfinder-pawpularity-score/train/0141dc34ad65d9e3d31a4b767c41438f.jpg,720,720,1.0,518400
52,01430d6ae02e79774b651175edd40842,0,1,1,1,0,0,0,1,0,0,1,0,28,petfinder-pawpularity-score/train/01430d6ae02e79774b651175edd40842.jpg,960,960,1.0,921600
53,014af4e2e2154f171c8a0e2d30ebb420,0,0,0,1,0,0,0,0,0,0,0,0,21,petfinder-pawpularity-score/train/014af4e2e2154f171c8a0e2d30ebb420.jpg,1280,960,1.3333333333333333,1228800
54,014b66005f03707d0a0409a1c19ca60c,0,1,1,1,0,0,0,0,0,0,0,0,25,petfinder-pawpularity-score/train/014b66005f03707d0a0409a1c19ca60c.jpg,540,959,0.5630865484880083,517860
55,0150169aa0d554a63362e3e199fcd8f7,0,1,1,1,0,0,0,0,0,0,0,0,23,petfinder-pawpularity-score/train/0150169aa0d554a63362e3e199fcd8f7.jpg,720,960,0.75,691200
56,01523678fb845e0a798879914b54b1f5,0,1,1,0,0,0,1,1,0,0,1,0,25,petfinder-pawpularity-score/train/01523678fb845e0a798879914b54b1f5.jpg,1280,1280,1.0,1638400
57,015ce158a63d5d1e127ecc023648f581,0,1,1,1,0,0,0,0,1,0,0,0,28,petfinder-pawpularity-score/train/015ce158a63d5d1e127ecc023648f581.jpg,405,720,0.5625,291600
58,015fc78e0e0e4fcfb63b192ffeb62dd4,0,0,1,1,0,0,0,0,1,1,0,1,40,petfinder-pawpularity-score/train/015fc78e0e0e4fcfb63b192ffeb62dd4.jpg,960,540,1.7777777777777777,518400
59,01677db1a9bd1e37386a49cc1d6545a2,0,1,1,1,0,0,0,0,0,0,0,0,33,petfinder-pawpularity-score/train/01677db1a9bd1e37386a49cc1d6545a2.jpg,720,960,0.75,691200
60,016f00a8a9ea87df5d514a6992b36abe,0,1,1,0,0,0,0,0,0,0,0,0,46,petfinder-pawpularity-score/train/016f00a8a9ea87df5d514a6992b36abe.jpg,361,640,0.5640625,231040
61,016fc6ee1d3fde99bd642299384fcb04,0,0,1,1,0,0,0,0,1,1,0,1,30,petfinder-pawpularity-score/train/016fc6ee1d3fde99bd642299384fcb04.jpg,720,960,0.75,691200
62,0177251abec5b1102cbfa0758e1fa8ee,0,0,0,1,0,1,0,0,0,0,0,0,15,petfinder-pawpularity-score/train/0177251abec5b1102cbfa0758e1fa8ee.jpg,432,960,0.45,414720
63,0185e6b6800c2af68dc1e055d91517be,0,0,0,1,0,0,0,0,0,0,0,0,27,petfinder-pawpularity-score/train/0185e6b6800c2af68dc1e055d91517be.jpg,540,960,0.5625,518400
64,01908e0e2d05518e6f37398f7d8f9c11,0,1,1,1,0,0,0,0,0,0,0,0,32,petfinder-pawpularity-score/train/01908e0e2d05518e6f37398f7d8f9c11.jpg,800,526,1.520912547528517,420800
65,019211a7207432cc8229f19979b9df5d,0,1,1,1,0,0,0,0,0,0,0,0,17,petfinder-pawpularity-score/train/019211a7207432cc8229f19979b9df5d.jpg,1280,1280,1.0,1638400
66,019e7f286c9a3bd4d5a66b662b9465ee,0,0,0,1,0,0,0,0,0,0,0,0,82,petfinder-pawpularity-score/train/019e7f286c9a3bd4d5a66b662b9465ee.jpg,1280,1176,1.08843537414966,1505280
67,01a4d7b6a0aec61f115ba3407ac3cb38,0,0,1,1,0,0,0,0,1,1,0,0,35,petfinder-pawpularity-score/train/01a4d7b6a0aec61f115ba3407ac3cb38.jpg,203,217,0.9354838709677419,44051
68,01a53ec12b1136eda19200c87c7ce206,0,0,0,1,0,0,0,0,0,0,0,1,55,petfinder-pawpularity-score/train/01a53ec12b1136eda19200c87c7ce206.jpg,960,720,1.3333333333333333,691200
69,01a5427a15d9a398116c92724abb6e16,0,1,1,1,0,0,0,0,0,0,0,0,40,petfinder-pawpularity-score/train/01a5427a15d9a398116c92724abb6e16.jpg,467,960,0.4864583333333333,448320
